,index,Unnamed: 0,Preliminary Risk Category,Neighborhood,Address,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,lattitude,longitude
742,744,744,Medium Risk,Miller Park,1608 E Republican St,1922,4,No visible retrofit,Residential,11-100,Google Street View,47.6234396,-122.31084129999999
743,745,745,Medium Risk,Miller Park,1619 E John St,1927,5,Permitted Retrofit,Residential,11-100,Google Street View,47.619531,-122.3104732
744,746,746,Medium Risk,Miller Park,1914 E Mercer St,1912,2,No visible retrofit,Residential,11-100,Google Street View,47.6245232,-122.30668020000002
745,747,747,High Risk,Miller Park,1919 E Prospect St,1924,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,47.6284434,-122.306372
746,748,748,Medium Risk,Miller Park,317 18th Ave E,1916,3,No visible retrofit,Residential,11-100,Google Street View,37.2981375,-120.4701233
747,749,749,Medium Risk,Miller Park,400 15th Ave E,1920,2,Visible retrofit,Office,11-100,Photos from Previous Surveys,47.6222583,-122.3123213
748,750,750,Medium Risk,Miller Park,620 19th Ave E,1907,2,No visible retrofit,Residential,11-100,Google Street View,37.9407558,-122.35124740000002
749,751,751,Critical Risk,Miller Park,728 21st Ave E,1908,4,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.626175,-122.30415500000001
750,752,752,High Risk,Miller Park,732 18th Ave E,1923,2,No visible retrofit,Public Assembly,101+,Permit Drawing Review,47.6265919,-122.3081726
751,753,753,Critical Risk,Montlake/Portage Bay,1617 Interlaken Dr E,1911,4,Permitted Retrofit,Schools,101+,Photos from Previous Surveys,47.6342764,-122.3079247
752,754,754,Medium Risk,Montlake/Portage Bay,2305 24th Ave E,1922,1,No visible retrofit,Commercial,11-100,Google Street View,47.6396901,-122.30231450000001
753,755,755,Medium Risk,Montlake/Portage Bay,2351 10th Ave E,1930,1,No visible retrofit,Commercial,11-100,Google Street View,47.6411277,-122.3202365
754,756,756,Medium Risk,Montlake/Portage Bay,2409 10th Ave E,1921,1,No visible retrofit,Commercial,11-100,Google Street View,47.64172,-122.32030879999999
755,757,757,Critical Risk,Montlake/Portage Bay,2515 Boylston Ave E,1917,3,Permitted Retrofit,Schools,101+,Field Visit,47.6426149,-122.3245212
756,758,758,Medium Risk,Mt. Baker/North Rainier,1400 31st Ave S,1931,1,No visible retrofit,Commercial,11-100,Field Visit,47.5902016,-122.292248
757,759,759,High Risk,Mt. Baker/North Rainier,1501 32nd Ave S,1947,1,No visible retrofit,Public Assembly,101+,Sandborn Insurance Maps,47.5892052,-122.2918635
758,760,760,Medium Risk,Mt. Baker/North Rainier,2300 S Massachusetts St,1900,3,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,47.5890396,-122.30183629999999
759,761,761,Critical Risk,Mt. Baker/North Rainier,3201 Hunter Blvd S,1924,2,No visible retrofit,Schools,101+,Google Street View,47.575006200000004,-122.28546920000001
760,762,762,Critical Risk,Mt. Baker/North Rainier,3013 S Mt Baker Blvd,1912,4,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.576414,-122.29293600000001
761,763,763,Medium Risk,North Beacon Hill/Jefferson Park,1407 S Dearborn St,1921,1,No visible retrofit,Office,10-Jan,Photos from Previous Surveys,47.5955809,-122.31340279999999
762,764,764,Medium Risk,North Beacon Hill/Jefferson Park,1501 S Dearborn St,1920,1,Permitted Retrofit,Commercial,10-Jan,Photos from Previous Surveys,36.778261,-119.4179324
763,765,765,Medium Risk,North Beacon Hill/Jefferson Park,1811 Rainier Ave S,1928,1,No visible retrofit,Commercial/Office,11-100,Google Street View,47.5867566,-122.30501090000001
764,766,766,Medium Risk,North Beacon Hill/Jefferson Park,2507 Beacon Ave S,1928,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.5805797,-122.3137572
765,767,767,Medium Risk,North Beacon Hill/Jefferson Park,2541 15th Ave S,1929,2,No visible retrofit,Residential,11-100,Field Visit,47.5796409,-122.3137498
766,768,768,High Risk,North Beacon Hill/Jefferson Park,2801 15th Ave S,1931,2,No visible retrofit,Public Assembly,101+,Google Street View,36.778261,-119.4179324
767,769,769,Medium Risk,North Beacon Hill/Jefferson Park,800 Rainier Ave S,1925,1,No visible retrofit,Commercial,10-Jan,Sandborn Insurance Maps,47.595696200000006,-122.31106709999999
768,770,770,Medium Risk,North Capitol Hill,1112 Broadway E,1922,4,No visible retrofit,Residential,11-100,Google Street View,33.768526200000004,-118.17826389999999
769,771,771,Medium Risk,North Capitol Hill,1132 10th Ave E,1917,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,47.62965620000001,-122.31992549999998
770,772,772,High Risk,North Capitol Hill,1400 E Prospect St,1906,4,No visible retrofit,Government,10-Jan,Field Visit,47.6302814,-122.3142337
771,773,773,Medium Risk,North Capitol Hill,1508 10th Ave E,1923,3,No visible retrofit,Residential,11-100,Google Street View,47.6325964,-122.3197679
772,774,774,Medium Risk,North Capitol Hill,614 Broadway E,1927,1,No visible retrofit,Commercial,11-100,Field Visit,34.0988419,-118.09272150000001
773,775,775,High Risk,North Capitol Hill,618 Broadway E,1921,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,47.624889399999994,-122.3207098
774,776,776,Critical Risk,North Capitol Hill,1058 E Mercer St,1919,3,Permitted Retrofit,Schools,101+,Google Street View,47.624702,-122.318307
775,777,777,Critical Risk,North Capitol Hill,710 E Roy St,1921,3,Permitted Retrofit,Schools,101+,Sandborn Insurance Maps,47.62530220000001,-122.3231565
776,778,778,Medium Risk,North Capitol Hill,921 11th Ave E,1922,4,No visible retrofit,Residential,11-100,Google Street View,47.627441999999995,-122.318382
777,779,779,Medium Risk,North Capitol Hill,933 11th Ave E,1924,4,Permitted Retrofit,Residential,11-100,Google Street View,34.0326596,-118.24795690000002
778,780,780,Medium Risk,North Delridge,1128 SW Spokane St,1926,2,No visible retrofit,Industrial,11-100,Google Street View,47.5719359,-122.3516453
779,781,781,High Risk,North Delridge,4408 Delridge Way SW,1917,4,Substantial Alteration,Residential,11-100,Google Street View,47.5636953,-122.3629689
780,782,782,Medium Risk,North Delridge,3214 SW Spokane St,1926,1,No visible retrofit,Government,10-Jan,Google Street View,47.572174200000006,-122.3736575
781,785,785,Medium Risk,Northgate/Maple Leaf,1200 NE 82nd St,1910,1,Permitted Retrofit,Government,10-Jan,Permit Drawing Review,25.850754199999997,-80.1736873
782,786,786,Medium Risk,Northgate/Maple Leaf,9412 Roosevelt Way NE,1928,1,No visible retrofit,Commercial,11-100,Google Street View,47.6972554,-122.31742890000001
783,787,787,Medium Risk,Olympic Hills/Victory Heights,2611 NE 125th St,1931,2,No visible retrofit,Office,101+,Google Street View,47.7190061,-122.2996665
784,788,788,Medium Risk,Pioneer Square/Chinatown International District,1 Yesler Way,1911,3,Permitted Retrofit,Commercial/Office,11-100,Google Street View,47.6015768,-122.3357338
785,789,789,High Risk,Pioneer Square/Chinatown International District,100 6th Ave S,1903,5,Visible retrofit,Residential,11-100,Photos from Previous Surveys,47.6014641,-122.32611969999999
786,790,790,Medium Risk,Pioneer Square/Chinatown International District,1001 S Jackson St,1915,1,Permitted Retrofit,Commercial,11-100,Google Street View,37.7302329,-88.54197370000001
787,791,791,Medium Risk,Pioneer Square/Chinatown International District,1005 S King St,1914,1,No visible retrofit,Commercial,11-100,Google Street View,36.778261,-119.4179324
788,792,792,Medium Risk,Pioneer Square/Chinatown International District,1019 S Jackson St,1932,2,No visible retrofit,Commercial/Office,11-100,Permit Drawing Review,47.5992237,-122.3115777
789,793,793,Medium Risk,Pioneer Square/Chinatown International District,102 Occidental Ave S,1900,6,No visible retrofit,Commercial/Office,101+,Field Visit,34.07069370000001,-118.2797982
790,794,794,High Risk,Pioneer Square/Chinatown International District,104 1st Ave S,1902,4,Visible retrofit,Commercial/Office,101+,Field Visit,30.287304600000002,-81.3894367
791,795,795,Medium Risk,Pioneer Square/Chinatown International District,1041 S King St,1911,1,No visible retrofit,Commercial,101+,Google Street View,21.298080399999996,-157.8390894
792,796,796,Medium Risk,Pioneer Square/Chinatown International District,1043 S Jackson St,1921,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.5987972,-122.31752560000001
793,797,797,High Risk,Pioneer Square/Chinatown International District,105 1st Ave S,1900,4,No visible retrofit,Commercial/Residential,101+,Field Visit,34.1387108,-118.0285578
794,798,798,Medium Risk,Pioneer Square/Chinatown International District,107 Occidental Ave S,1900,1,Visible retrofit,Commercial,101+,Field Visit,37.5712761,-122.35002620000002
795,799,799,High Risk,Pioneer Square/Chinatown International District,108 S Washington St,1900,4,No visible retrofit,Commercial/Office,101+,Google Street View,32.4310735,-86.6549387
796,800,800,Medium Risk,Pioneer Square/Chinatown International District,109 Yesler Way,1890,3,Permitted Retrofit,Commercial,11-100,Field Visit,47.6015745,-122.3334327
797,801,801,High Risk,Pioneer Square/Chinatown International District,111 1st Ave S,1900,6,Permitted Retrofit,Commercial/Residential,101+,Field Visit,47.4601033,-122.3313572
798,802,802,Medium Risk,Pioneer Square/Chinatown International District,111 Yesler Way,1890,3,Visible retrofit,Commercial,11-100,Google Street View-Rosettes,47.601617700000006,-122.3333257
799,803,803,Medium Risk,Pioneer Square/Chinatown International District,112 1st Ave S,1906,3,Visible retrofit,Commercial/Office,11-100,Field Visit,37.98285870000001,-122.07009550000001
800,804,804,High Risk,Pioneer Square/Chinatown International District,114 Alaskan Way S,1902,6,Visible retrofit,Other Mixed Uses,101+,Field Visit,47.60109,-122.335555
801,805,805,Medium Risk,Pioneer Square/Chinatown International District,115 Occidental Ave S,1900,1,Visible retrofit,Commercial,11-100,Field Visit,47.6011735,-122.3332678
802,806,806,Medium Risk,Pioneer Square/Chinatown International District,116 S Washington St,1900,2,Visible retrofit,Commercial/Office,11-100,Google Street View,33.86931,-117.82474040000001
803,807,807,Medium Risk,Pioneer Square/Chinatown International District,117 S Main St,1902,4,Visible retrofit,Office,101+,Field Visit,43.082827200000004,-77.5204912
804,808,808,Medium Risk,Pioneer Square/Chinatown International District,118 S Washington St,1900,2,Permitted Retrofit,Commercial/Office,11-100,Google Street View,31.125443,-92.0671608
805,809,809,High Risk,Pioneer Square/Chinatown International District,119 1st Ave S,1900,6,Visible retrofit,Office,101+,Field Visit,47.6010575,-122.33457279999999
806,810,810,Medium Risk,Pioneer Square/Chinatown International District,122 S Jackson St,1900,3,Visible retrofit,Commercial,101+,Field Visit,34.145470399999994,-118.2499622
807,811,811,High Risk,Pioneer Square/Chinatown International District,124 S Washington St,1900,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,34.135208299999995,-117.8689858
808,812,812,High Risk,Pioneer Square/Chinatown International District,164 S Washington St,1900,1,Permitted Retrofit,Public Assembly,101+,Field Visit,47.6009853,-122.3320783
809,813,813,Medium Risk,Pioneer Square/Chinatown International District,173 S Washington St,1900,1,Substantial Alteration,Commercial,11-100,Field Visit,37.983101,-120.38185290000001
810,814,814,High Risk,Pioneer Square/Chinatown International District,200 5th Ave S,1910,5,Permitted Retrofit,Residential,101+,Google Street View,47.6006955,-122.3275121
811,815,815,Medium Risk,Pioneer Square/Chinatown International District,201 1st Ave S,1900,3,Permitted Retrofit,Commercial/Office,11-100,Field Visit,47.6007348,-122.3344947
812,816,816,High Risk,Pioneer Square/Chinatown International District,201 S Washington St,1905,2,Substantial Alteration,Public Assembly,101+,Field Visit,41.8006455,-87.92921729999999
813,817,817,High Risk,Pioneer Square/Chinatown International District,202 1st Ave S,1909,3,Substantial Alteration,Public Assembly,101+,Field Visit,47.380738,-122.23331499999999
814,818,818,Medium Risk,Pioneer Square/Chinatown International District,204 3rd Ave S,1905,4,Visible retrofit,Commercial/Residential,101+,Field Visit,37.8491799,-122.4814604
815,819,819,Medium Risk,Pioneer Square/Chinatown International District,205 3rd Ave S,1890,4,Permitted Retrofit,Office,101+,Field Visit,34.137979,-118.02403799999999
816,820,820,High Risk,Pioneer Square/Chinatown International District,206 1st Ave S,1903,5,Substantial Alteration,Commercial/Office,101+,Field Visit,34.1376292,-118.0280075
817,821,821,Medium Risk,Pioneer Square/Chinatown International District,206 3rd Ave S,1904,4,Visible retrofit,Office,11-100,Field Visit,47.600582,-122.329894
818,822,822,Medium Risk,Pioneer Square/Chinatown International District,207 1st Ave S,1900,3,Permitted Retrofit,Commercial/Office,11-100,Field Visit,47.6005987,-122.3344673
819,823,823,Medium Risk,Pioneer Square/Chinatown International District,207 2nd Ave S,1900,1,Permitted Retrofit,Commercial,11-100,Field Visit,34.1375434,-118.02542450000001
820,824,824,Medium Risk,Pioneer Square/Chinatown International District,209 1st Ave S,1900,3,Permitted Retrofit,Commercial/Office,11-100,Google Street View,34.897281299999996,-117.02747959999999
821,825,825,Medium Risk,Pioneer Square/Chinatown International District,210 3rd Ave S,1904,5,Permitted Retrofit,Commercial/Residential,11-100,Field Visit,47.6005043,-122.33002240000002
822,826,826,Medium Risk,Pioneer Square/Chinatown International District,211 1st Ave S,1900,3,Permitted Retrofit,Commercial/Residential,11-100,Field Visit,47.60041,-122.334547
823,827,827,Medium Risk,Pioneer Square/Chinatown International District,211 S Washington St,1936,2,Visible retrofit,Office,11-100,Google Street View,38.588517100000004,-75.29405770000001
824,828,828,High Risk,Pioneer Square/Chinatown International District,212 Alaskan Way S,1914,5,Substantial Alteration,Residential,101+,Field Visit,36.778261,-119.4179324
825,829,829,Medium Risk,Pioneer Square/Chinatown International District,213 1st Ave S,1900,3,Visible retrofit,Commercial/Residential,11-100,Field Visit,47.6003461,-122.33461399999999
826,830,830,Medium Risk,Pioneer Square/Chinatown International District,213 S Main St,1900,1,No visible retrofit,Vacant,11-100,Field Visit,34.051211200000004,-118.2463628
827,831,831,High Risk,Pioneer Square/Chinatown International District,216 1st Ave S,1900,4,Visible retrofit,Commercial/Office,101+,Field Visit,47.6003532,-122.3338446
828,832,832,High Risk,Pioneer Square/Chinatown International District,217 2nd Ave S,1900,4,Visible retrofit,Commercial/Residential,11-100,Field Visit,34.0921364,-117.64887949999999
829,833,833,High Risk,Pioneer Square/Chinatown International District,219 1st Ave S,1900,4,Visible retrofit,Commercial/Office,11-100,Field Visit,47.6002141,-122.33455729999999
830,834,834,Medium Risk,Pioneer Square/Chinatown International District,219 S Washington St,1900,3,Substantial Alteration,Commercial/Residential,11-100,Google Street View,38.769757299999995,-76.0769225
831,835,835,High Risk,Pioneer Square/Chinatown International District,220 2nd Ave S,1900,5,Substantial Alteration,Commercial/Office,11-100,Field Visit,34.8969068,-117.02639170000002
832,836,836,High Risk,Pioneer Square/Chinatown International District,220 3rd Ave S,1905,2,Substantial Alteration,Public Assembly,101+,Sandborn Insurance Maps,34.137116,-118.02331399999998
833,837,837,High Risk,Pioneer Square/Chinatown International District,222 2nd Av Et S,1906,4,Permitted Retrofit,Commercial/Office,11-100,Field Visit,36.778261,-119.4179324
834,838,838,Medium Risk,Pioneer Square/Chinatown International District,301 1st Ave S,1900,3,Permitted Retrofit,Other Mixed Uses,101+,Field Visit,37.9822078,-122.07437900000001
835,839,839,Medium Risk,Pioneer Square/Chinatown International District,301 Occidental Ave S,1902,4,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,34.0676753,-118.2820699
836,840,840,Medium Risk,Pioneer Square/Chinatown International District,303 12th Ave S,1920,1,No visible retrofit,Commercial,11-100,Google Street View,47.5997092,-122.31744509999999
837,841,841,Medium Risk,Pioneer Square/Chinatown International District,304 Alaskan Way S,1900,3,No visible retrofit,Commercial,11-100,Field Visit,47.599791700000004,-122.33528899999999
838,842,842,Medium Risk,Pioneer Square/Chinatown International District,306 6th Ave S,1914,7,Permitted Retrofit,Other Mixed Uses,101+,Google Street View,36.778261,-119.4179324
839,843,843,High Risk,Pioneer Square/Chinatown International District,307 3rd Ave S,1906,5,Permitted Retrofit,Commercial/Office,101+,Field Visit,36.778261,-119.4179324
840,844,844,High Risk,Pioneer Square/Chinatown International District,308 Occidental Ave S,1908,5,Permitted Retrofit,Commercial/Office,101+,Field Visit,34.067221200000006,-118.2819653
841,845,845,High Risk,Pioneer Square/Chinatown International District,310 1st Ave S,1900,4,Permitted Retrofit,Commercial/Office,101+,Field Visit,37.982599900000004,-122.0750781
842,846,846,Medium Risk,Pioneer Square/Chinatown International District,311 1st Ave S,1900,3,Visible retrofit,Commercial/Office,11-100,Field Visit,37.982227,-122.07511140000001
843,847,847,Medium Risk,Pioneer Square/Chinatown International District,311 6th Ave S,1926,2,No visible retrofit,Commercial/Residential,101+,Google Street View,41.808563899999996,-87.86759609999999
844,848,848,Medium Risk,Pioneer Square/Chinatown International District,311 Occidental Ave S,1900,3,No visible retrofit,Commercial/Office,101+,Field Visit,47.5995081,-122.3330715
845,849,849,Medium Risk,Pioneer Square/Chinatown International District,312 1st Ave S,1900,3,Permitted Retrofit,Commercial/Office,11-100,Google Street View,37.982683,-122.075278
846,850,850,Medium Risk,Pioneer Square/Chinatown International District,312 2nd Ave S,1900,3,Substantial Alteration,Other Mixed Uses,101+,Field Visit,37.981522999999996,-122.07280700000001
847,851,851,High Risk,Pioneer Square/Chinatown International District,313 1st Ave S,1900,4,Visible retrofit,Commercial/Office,11-100,Field Visit,34.0903345,-117.64992450000001
848,852,852,High Risk,Pioneer Square/Chinatown International District,313 2nd Av Et S,1905,4,Substantial Alteration,Office,101+,Permit Drawing Review,36.778261,-119.4179324
849,853,853,Medium Risk,Pioneer Square/Chinatown International District,315 2nd Ave S,1900,3,Substantial Alteration,Commercial/Office,101+,Field Visit,47.5995625,-122.3319202
850,854,854,High Risk,Pioneer Square/Chinatown International District,315 3rd Ave S,1902,4,No visible retrofit,Commercial,101+,Google Street View,33.770817,-118.195435
851,855,855,Medium Risk,Pioneer Square/Chinatown International District,315 Maynard Ave S,1910,4,No visible retrofit,Residential,101+,Google Street View,47.5995221,-122.3254131
852,856,856,High Risk,Pioneer Square/Chinatown International District,316 1st Ave S,1905,7,Visible retrofit,Other Mixed Uses,101+,Field Visit,37.982548799999996,-122.07564409999999
853,857,857,High Risk,Pioneer Square/Chinatown International District,316 Occidental Ave S,1900,5,Permitted Retrofit,Commercial/Office,101+,Field Visit,47.599631200000005,-122.3328873
854,858,858,High Risk,Pioneer Square/Chinatown International District,318 2nd Av Et S,1904,6,Permitted Retrofit,Residential,101+,Google Street View,40.7350232,-73.9826471
855,859,859,High Risk,Pioneer Square/Chinatown International District,319 2nd Ave S,1889,3,Permitted Retrofit,Public Assembly,101+,Google Street View,34.13605870000001,-118.02535590000001
856,860,860,Medium Risk,Pioneer Square/Chinatown International District,320 2nd Ave S,1900,1,Visible retrofit,Commercial,11-100,Field Visit,37.981497,-122.073048
857,861,861,Medium Risk,Pioneer Square/Chinatown International District,322 1st Ave S,1900,3,No visible retrofit,Commercial/Office,11-100,Field Visit,37.982677,-122.07610700000001
858,862,862,Medium Risk,Pioneer Square/Chinatown International District,400 2nd Av Et S,1900,3,Permitted Retrofit,Commercial/Residential,11-100,Field Visit,36.778261,-119.4179324
859,863,863,Medium Risk,Pioneer Square/Chinatown International District,400 Maynard Ave S,1916,3,Visible retrofit,Commercial/Residential,101+,Field Visit,47.597084499999994,-122.3250649
862,866,866,Medium Risk,Pioneer Square/Chinatown International District,410 8th Ave S,1901,3,No visible retrofit,Commercial/Residential,11-100,Field Visit,37.471033899999995,-122.2014093
863,867,867,Medium Risk,Pioneer Square/Chinatown International District,411 2nd Av Et S,1900,1,No visible retrofit,Commercial,11-100,Field Visit,36.778261,-119.4179324
864,868,868,Medium Risk,Pioneer Square/Chinatown International District,413 7th Ave S,1915,1,Visible retrofit,Commercial,11-100,Field Visit,34.0462511,-118.2547429
865,869,869,Medium Risk,Pioneer Square/Chinatown International District,416 7th Ave S,1920,4,No visible retrofit,Commercial/Residential,101+,Field Visit,34.062253999999996,-118.275443
866,870,870,Medium Risk,Pioneer Square/Chinatown International District,418 7th Ave S,1916,4,Permitted Retrofit,Commercial/Residential,101+,Field Visit,36.778261,-119.4179324
867,871,871,Medium Risk,Pioneer Square/Chinatown International District,418 8th Ave S,1910,5,Visible retrofit,Commercial/Residential,101+,Field Visit,37.471299,-122.2012763
869,873,873,Medium Risk,Pioneer Square/Chinatown International District,500 S King St,1926,1,No visible retrofit,Commercial,11-100,Google Street View,33.7415815,-117.9052405
870,874,874,Medium Risk,Pioneer Square/Chinatown International District,501 S Jackson St,1900,3,Permitted Retrofit,Commercial/Office,101+,Google Street View,47.5992237,-122.3115777
871,875,875,Medium Risk,Pioneer Square/Chinatown International District,506 Maynard Ave S,1909,4,Visible retrofit,Commercial/Residential,101+,Field Visit,47.5980699,-122.32478229999998
872,876,876,Medium Risk,Pioneer Square/Chinatown International District,507 12th Ave S,1931,1,No visible retrofit,Industrial,10-Jan,Google Street View,36.778261,-119.4179324
873,877,877,Medium Risk,Pioneer Square/Chinatown International District,507 Maynard Ave S,1927,5,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,47.598013,-122.32543899999999
874,878,878,Medium Risk,Pioneer Square/Chinatown International District,512 Maynard Ave S,1904,1,No visible retrofit,Commercial,101+,Google Street View,47.597968,-122.32479
875,880,880,Medium Risk,Pioneer Square/Chinatown International District,516 7th Ave S,1924,1,No visible retrofit,Commercial,11-100,Google Street View,37.778657700000004,-122.4649574
876,881,881,Medium Risk,Pioneer Square/Chinatown International District,519 7th Ave S,1907,3,Visible retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,33.6035294,-78.9823996
877,882,882,Critical Risk,Pioneer Square/Chinatown International District,522 7th Ave S,1929,2,No visible retrofit,Schools,101+,Google Street View,36.778261,-119.4179324
878,883,883,Medium Risk,Pioneer Square/Chinatown International District,600 S Jackson St,1932,2,No visible retrofit,Commercial/Office,101+,Google Street View,33.739332899999994,-117.91615829999999
879,884,884,Medium Risk,Pioneer Square/Chinatown International District,605 S Main St,1910,5,No visible retrofit,Commercial/Residential,101+,Google Street View,39.0373099,-122.9155176
880,885,885,Medium Risk,Pioneer Square/Chinatown International District,614 Maynard Ave S,1913,3,No visible retrofit,Commercial/Office,101+,Field Visit,47.5970256,-122.32457509999999
881,886,886,Medium Risk,Pioneer Square/Chinatown International District,614 S Jackson St,1910,3,Visible retrofit,Commercial/Residential,101+,Google Street View,47.5993527,-122.32559779999998
882,887,887,Medium Risk,Pioneer Square/Chinatown International District,621 S King St,1910,6,Permitted Retrofit,Commercial/Residential,101+,Google Street View,47.5982398,-122.32536680000001
883,888,888,Medium Risk,Pioneer Square/Chinatown International District,633 Yesler Way,1909,4,No visible retrofit,Office,101+,Photos from Previous Surveys,47.6010609,-122.3254203
884,889,889,Medium Risk,Pioneer Square/Chinatown International District,650 S Jackson St,1917,2,No visible retrofit,Commercial,11-100,Field Visit,34.1444843,-118.250102
885,890,890,Medium Risk,Pioneer Square/Chinatown International District,650 S King St,1920,4,Permitted Retrofit,Commercial/Residential,101+,Field Visit,21.3041923,-157.8547896
886,891,891,Medium Risk,Pioneer Square/Chinatown International District,657 S King St,1909,4,Permitted Retrofit,Commercial/Residential,101+,Field Visit,37.770252299999996,-122.40196370000001
887,892,892,Medium Risk,Pioneer Square/Chinatown International District,657 S Weller St,1909,3,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,47.597261200000005,-122.32441029999998
888,893,893,Medium Risk,Pioneer Square/Chinatown International District,664 S King St,1911,5,Substantial Alteration,Commercial/Residential,101+,Google Street View,36.778261,-119.4179324
889,894,894,Medium Risk,Pioneer Square/Chinatown International District,665 S King St,1909,3,Substantial Alteration,Commercial/Residential,101+,Field Visit,37.7702499,-122.40196680000001
890,895,895,Medium Risk,Pioneer Square/Chinatown International District,667 S Jackson St,1915,2,No visible retrofit,Commercial,11-100,Field Visit,37.795988799999996,-122.40629779999999
891,896,896,Medium Risk,Pioneer Square/Chinatown International District,670 S Weller St,1908,3,No visible retrofit,Commercial,101+,Google Street View,47.597685,-122.32413319999999
892,897,897,Medium Risk,Pioneer Square/Chinatown International District,68 S Washington St,1900,3,Permitted Retrofit,Commercial/Residential,11-100,Field Visit,37.9844432,-120.3829223
893,898,898,Medium Risk,Pioneer Square/Chinatown International District,700 S Dearborn St,1929,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.595975200000005,-122.32346650000001
894,899,899,Medium Risk,Pioneer Square/Chinatown International District,701 S Jackson St,1910,1,No visible retrofit,Commercial,10-Jan,Field Visit,39.6827835,-104.9430142
895,900,900,Medium Risk,Pioneer Square/Chinatown International District,705 S King St,1910,4,Permitted Retrofit,Commercial/Residential,101+,Google Street View,21.3030451,-157.8541375
896,901,901,Medium Risk,Pioneer Square/Chinatown International District,723 S King St,1910,4,Substantial Alteration,Commercial,101+,Google Street View,36.778261,-119.4179324
897,902,902,High Risk,Pioneer Square/Chinatown International District,75 S Main St,1900,4,Permitted Retrofit,Commercial/Residential,11-100,Field Visit,40.1343993,-120.95643000000001
898,903,903,Medium Risk,Pioneer Square/Chinatown International District,76 S Main St,1907,3,Permitted Retrofit,Commercial/Office,11-100,Field Visit,41.0834275,-81.5185695
899,904,904,High Risk,Pioneer Square/Chinatown International District,77 S Washington St,1903,5,Visible retrofit,Other Mixed Uses,101+,Field Visit,47.600669700000005,-122.3352848
900,905,905,High Risk,Pioneer Square/Chinatown International District,77 Yesler Way,1914,4,Permitted Retrofit,Commercial/Residential,101+,Field Visit,47.601558399999995,-122.3353002
901,906,906,High Risk,Pioneer Square/Chinatown International District,80 S Jackson St,1900,5,Visible retrofit,Commercial/Residential,101+,Google Street View,33.743922,-117.98774420000001
902,907,907,Medium Risk,Pioneer Square/Chinatown International District,81 S Washington St,1900,3,No visible retrofit,Commercial/Office,101+,Google Street View,37.984402100000004,-120.3824382
903,908,908,Medium Risk,Pioneer Square/Chinatown International District,925 S King St,1924,2,No visible retrofit,Commercial,101+,Google Street View,21.3019327,-157.8499371
904,909,909,Medium Risk,Pioneer Square/Chinatown International District,95 Yesler Way,1900,3,No visible retrofit,Commercial/Office,11-100,Field Visit,47.6015951,-122.33467549999999
905,910,910,Medium Risk,Queen Anne,100 W Highland Dr,1921,4,No visible retrofit,Residential,101+,Google Street View,47.6299929,-122.3581563
906,911,911,High Risk,Queen Anne,100 W Roy St,1912,3,Visible retrofit,Public Assembly,101+,Permit Drawing Review,47.6259341,-122.35821229999999
907,912,912,Critical Risk,Queen Anne,101 W Lee St,1922,3,Permitted Retrofit,Schools,101+,Google Street View,47.6311129,-122.3582591
908,913,913,Medium Risk,Queen Anne,232 1st Ave N,1923,1,Permitted Retrofit,Commercial,11-100,Google Street View,36.778261,-119.4179324
909,914,914,Medium Risk,Queen Anne,107 1st Ave N,1908,4,No visible retrofit,Residential,101+,Photos from Previous Surveys,47.61885770000001,-122.35560509999999
910,915,915,Medium Risk,Queen Anne,109 John St,1922,5,No visible retrofit,Residential,11-100,Google Street View,36.6707557,-121.6517105
911,916,916,Medium Risk,Queen Anne,115 W Olympic Pl,1909,4,Visible retrofit,Residential,101+,Google Street View,34.0407005,-118.2566334
912,917,917,Medium Risk,Queen Anne,117 John St,1907,2,No visible retrofit,Residential,11-100,Photos from Previous Surveys,36.6705776,-121.65128270000001
913,918,918,Medium Risk,Queen Anne,119 W Roy St,1924,4,No visible retrofit,Residential,101+,Google Street View,47.6255829,-122.35899930000001
914,919,919,Medium Risk,Queen Anne,123 John St,1907,2,No visible retrofit,Residential,11-100,Google Street View,34.0572151,-118.25374009999999
915,920,920,Medium Risk,Queen Anne,124 Warren Ave N,1930,4,No visible retrofit,Residential,11-100,Google Street View,47.6194125,-122.3537821
916,921,921,Medium Risk,Queen Anne,125 Warren Ave N,1907,4,No visible retrofit,Residential,11-100,Google Street View,47.619398100000005,-122.3544124
917,922,922,High Risk,Queen Anne,129 1st Ave N,1926,1,Permitted Retrofit,Public Assembly,101+,Photos from Previous Surveys,27.7722684,-82.6344868
